KOI,kepmag,rhostar,teff,rstar,mstar,logg,[M/H],Binary,TTVperiod,radius,radius_em,radius_ep,nTT,SNR,MES,chisqwttv,n,min_p,max_p,mean_p,range_p,log_range_p,normstd_p,dpp,mean_dpp,gapc,gini,logstd_p,zeta,mean_zeta,min_r,max_r,mean_r,range_r,std_r,normstd_r,logstd_r,r_rat,mean_rrat,gini_r,subearth,supearth,subnep,nepplus,N_first,N_second,res_frac,deltas,min_abs_delta,med_abs_delta,res_summary
353,13.374,0.53826,6747,1.52,1.35,4.203,-0.027,0,[ 11.1619678   30.65267777 152.1058259 ],[ 1.719  2.536 10.659],[-0.121 -0.148 -0.277],[0.143 0.178 0.353],[119.  44.   7.],[ 13.4  17.4 116.3],[ 8.  17.3 82.5],[4477.4 1907.7  576.4],3,11.1619678,152.1058259,64.64015716,140.9438581,1.134405083,0.964684026,[1.74617149 3.96223616],2.854203824,0.161482822,0.287486698,0.129833315,[1.28195569 0.75714821],1.019551947,1.719,10.659,4.971333333,8.94,4.035594655,0.811773097,0.368726681,[1.47527632 4.20307571],2.839176017,0.599436771,0,1,1,1,0,0,0,[-0.0846095   0.65407872],0.084609503,0.369344111,[0. 0.]
354,13.235,1.685,5936,0.96,1.07,4.501,0.07,1,[ 7.37862208 15.95998603 27.13806099],[1.07  2.186 0.921],[-0.061 -0.137 -0.094],[0.194 0.319 0.164],[179.  81.  48.],[22.3 70.9 10.1],[17.3 55.8  0. ],[4798.3 2968.7 1420.7],3,7.37862208,27.13806099,16.82555637,19.75943891,0.565603547,0.480812805,[1.16300359 0.70038125],0.931692419,0.108866795,0.119745342,0.052349494,[0.42047227 1.28338137],0.851926824,0.921,2.186,1.392333333,1.265,0.56449407,0.405430264,0.167004959,[2.04299065 0.42131747],1.232154065,0.302848935,1,1,1,0,0,0,0,[0.08150179 0.02022875],0.02022875,0.050865272,[0. 0.]
377,13.319,0.13459,6174,2.6,1.62,4.07,0.158,0,[ 1.59296118 19.24631307 38.95896893],[1.52  7.853 7.783],[-0.059 -0.185 -0.24 ],[0.077 0.241 0.221],[843.  67.  36.],[ 50.9 577.1 370.7],[  0.  135.7   0. ],[   0. 1800.  815.],3,1.59296118,38.95896893,19.93274773,37.36600775,1.388402262,0.765691172,[11.08209799  1.02423024],6.053164115,0.777263993,0.71300395,0.417457478,[0.27070686 0.07097107],0.17083897,1.52,7.853,5.718666667,6.333,2.969043205,0.519184519,0.350253734,[5.16644737 0.99108621],3.078766789,0.369141991,0,1,0,2,1,0,0.5,[3.027366   0.01211512],0.01211512,1.519740558,[0. 2.]
398,14.882,0.30503,5778,1.71,1.11,4.009,0.034,0,[ 1.72937069  4.18004467 51.84690672],[1.819 3.448 8.619],[-0.083 -0.117 -0.244],[0.129 0.164 0.244],[777. 321.  26.],[ 44.7 123.9 257.2],[ 36.4 102.8 188.1],[12271.4  5595.5  1110.5],3,1.72937069,51.84690672,19.25210736,50.11753603,1.476834757,1.198295223,[ 1.41709004 11.40343365],6.410261845,0.62467143,0.673818538,0.378660345,[0.88298561 0.26307866],0.573032135,1.819,8.619,4.628666667,6.8,2.898905579,0.626293874,0.290852895,[1.895547   2.49970998],2.19762849,0.489701858,0,1,1,1,0,0,0,[-0.19430332  3.13447788],0.19430332,1.664390602,[0. 0.]
401,14.915,0.42504,6283,1.6,1.28,4.127,-0.011,1,[ 29.19898262  55.32888438 160.0193541 ],[4.353 1.757 3.829],[-0.151 -0.11  -0.16 ],[0.227 0.17  0.481],[48. 22.  7.],[170.9  21.8  49.6],[150.7  16.5  47. ],[2118.7 1260.7  346.8],3,29.19898262,160.0193541,81.51574037,130.8203715,0.738804794,0.693438287,[0.89489083 1.89214857],1.393519702,0.192901019,0.208324532,0.092322306,[0.35236422 1.41450083],0.883432526,1.757,4.353,3.313,2.596,1.120861573,0.338322238,0.176901654,[0.40362968 2.17928287],1.291456275,0.261193279,0,1,1,1,0,0,0,[-0.05255459 -0.03595048],0.035950475,0.04425253,[0. 0.]
408,15,1.96013,5582,0.86,0.96,4.495,0.108,0,[  3.42804548   7.38198936  12.56091384  30.82609632 637.2480608 ],[1.16  3.27  2.627 2.334 3.593],[-0.074 -0.137 -0.124 -0.127 -0.157],[0.081 0.137 0.174 0.212 0.145],[374. 181.  99.  42.   2.],[ 16.5 101.6  55.1  32.3  28.5],[15.8 87.6 44.6 25.8  0. ],[8195.5 4853.9 3362.7 1248.5    0. ],5,3.42804548,637.2480608,138.2890212,633.8200153,2.269261947,1.805319024,[ 1.15341057  0.70156217  1.45412847 19.67235677],5.745364494,0.573915951,0.706819991,0.508201235,[0.39901811 1.27617127 0.93690857 0.15249825],0.691149049,1.16,3.593,2.5968,2.433,0.846165799,0.32584943,0.175822009,[2.81896552 0.80336391 0.88846593 1.53941731],1.512553168,0.223428835,0,1,4,0,0,0,0,[ 0.07670528  0.0209373  -0.18195718  5.89078559],0.020937302,0.129331229,[0. 0. 0. 0.]
416,14.519,0.77521,5803,1.22,1.01,4.268,0.028,0,[ 4.11955211  9.74756597 18.20795268 31.53403359 88.25536892],[0.525 0.77  2.961 0.79  2.495],[-0.057 -0.065 -0.1   -0.069 -0.119],[0.057 0.077 0.13  0.097 0.224],[330. 137.  74.  41.  16.],[  7.9  11.6 157.3   8.6  54.2],[  0.    9.2 148.2   7.2  52.3],[5999.1 3113.9 2420.6 1738.8  627.4],5,4.11955211,88.25536892,30.37289465,84.13581681,1.330891134,1.000194386,[1.3661713  0.86794865 0.73188244 1.7987339 ],1.191184074,0.072048564,0.140668884,0.083142316,[0.80408211 0.45642568 1.09901894 1.3321602 ],0.922921732,0.525,2.961,1.5082,2.436,1.011121635,0.670416148,0.318678058,[1.46666667 3.84545455 0.26680176 3.15822785],2.184287704,0.437408832,3,0,2,0,0,0,0,[ 0.18308565 -0.06602568  0.03912947 -0.0670887 ],0.039129466,0.066557187,[0. 0. 0. 0.]
427,14.621,2.27584,5330,0.81,0.91,4.52,0.128,0,[ 24.61485437  42.94955401 117.0424474 ],[3.432 2.495 2.249],[-0.152 -0.103 -0.127],[0.166 0.155 0.153],[53. 31. 11.],[68.4 40.7 21.9],[53.9 27.6 13.2],[1309. 1175.  522.],3,24.61485437,117.0424474,61.53561859,92.42759303,0.677146124,0.649324952,[0.74486322 1.72511438],1.234988801,0.251336714,0.219296662,0.097401433,[1.0275851  1.26098488],1.14428499,2.249,3.432,2.725333333,1.183,0.509681164,0.187016083,0.078436369,[0.72698135 0.90140281],0.814192079,0.144691781,0,0,3,0,0,0,0,[ 0.04691793 -0.09162854],0.046917931,0.069273235,[0. 0.]
435,14.497,0.80985,5284,1.16,0.9,4.262,0.243,0,[ 3.93278092  9.91939956 20.5498169  33.04053863 62.30263211],[1.624 1.436 4.198 2.527 3.092],[-0.089 -0.076 -0.165 -0.123 -0.138],[0.125 0.11  0.232 0.177 0.163],[341. 136.  68.  38.  22.],[ 30.6  18.8 123.1  27.5  45. ],[24.8 14.6 93.7 21.2 33.3],[8603.5 4908.9 3087.7 1161.  1344.2],5,3.93278092,62.30263211,25.94903362,58.36985119,1.199806641,0.797762184,[1.52223548 1.07167952 0.60782642 0.88564214],1.021845891,0.064917321,0.120733919,0.070983213,[1.02921424 0.20065565 1.06438042 0.38737268],0.670405748,1.436,4.198,2.5754,2.762,1.010489307,0.392362082,0.176556836,[0.88423645 2.92339833 0.60195331 1.22358528],1.408293343,0.271491807,0,2,2,1,0,0,0,[-0.15925484  0.03583976 -0.03530415 -0.05717893],0.035304145,0.046509343,[0. 0. 0. 0.]
442,14.002,1.12389,5792,1.07,0.95,4.359,-0.034,1,[ 1.73234167  7.0257493  13.54053864],[1.459 1.491 2.314],[-0.064 -0.079 -0.099],[0.089 0.095 0.135],[769. 179.  99.],[41.2 21.2 53.3],[33.5 15.9 42.2],[12690.8  3825.9  3531.3],3,1.73234167,13.54053864,7.432876537,11.80819697,0.893002389,0.649716765,[3.05563719 0.92727324],1.991455216,0.38669875,0.355740566,0.164207848,[0.98179195 0.23529232],0.608542135,1.459,2.314,1.754666667,0.855,0.39572409,0.225526647,0.092850647,[1.02193283 1.55197854],1.286955684,0.162424012,0,2,1,0,0,0,0,[ 0.35187906 -0.03636338],0.036363378,0.194121221,[0. 0.]
474,14.282,1.40347,5920,1.02,1.04,4.381,0.003,0,[ 5.03505983 10.94578822 28.98692645],[1.282 2.373 2.235],[-0.082 -0.093 -0.094],[0.114 0.12  0.113],[266. 118.  48.],[16.6 52.5 31.5],[14.3 44.6 24.7],[3669.5 3290.  1485.9],3,5.03505983,28.98692645,14.98925817,23.95186662,0.760197533,0.679669712,[1.17391423 1.6482265 ],1.411070367,0.041182976,0.09836135,0.042908327,[0.44444703 1.17986181],0.812154421,1.282,2.373,1.963333333,1.091,0.485058301,0.247058557,0.121389135,[1.85101404 0.94184576],1.396429903,0.185229202,0,1,2,0,0,0,0,[ 0.08695712 -0.11725783],0.086957116,0.102107474,[0. 0.]
481,14.917,1.65725,5575,0.92,0.92,4.475,-0.026,0,[ 1.55400115  7.6502455  34.25955548],[1.66  2.412 2.522],[-0.057 -0.09  -0.1  ],[0.074 0.098 0.13 ],[862. 178.  38.],[82.1 98.8 66.1],[55.1 68.7 43.8],[13663.  4226.  1419.],3,1.55400115,34.25955548,14.48793404,32.70555433,1.343330388,0.980156418,[3.92293426 3.47822955],3.700581906,0.003061171,0.047303155,0.020564596,[0.76473369 0.86250777],0.813620729,1.66,2.522,2.198,0.862,0.383064834,0.174278814,0.081769284,[1.45301205 1.04560531],1.249308677,0.130724901,0,1,2,0,0,0,0,[0.64097809 0.49274318],0.492743184,0.566860635,[0. 0.]
490,14.367,0.47957,6316,1.54,1.26,4.159,-0.055,0,[ 4.39316065  7.40609383 21.80364252],[1.531 1.481 1.139],[-0.073 -0.077 -0.072],[0.11  0.161 0.108],[300. 172.  60.],[63.  49.6 18.5],[50.  38.8 15. ],[6358.9 4563.5 1748. ],3,4.39316065,21.80364252,11.20096567,17.41048187,0.695751968,0.678285813,[0.68582358 1.94401381],1.314918697,0.360648826,0.271756893,0.122204769,[1.37430277 1.45680109],1.415551928,1.139,1.531,1.383666667,0.392,0.174205498,0.125901348,0.057573872,[0.96734161 0.76907495],0.868208278,0.094435076,0,3,0,0,0,1,0.5,[ 0.01149415 -0.01866206],0.01149415,0.015078107,[1.66666667 0.        ]
500,14.804,3.18267,4666,0.68,0.73,4.597,0.054,0,[ 0.98678597  3.07215234  4.64539336  7.05352865  9.52164568 14.64538173],[1.414 1.573 1.607 2.596 2.606 1.235],[-0.05  -0.059 -0.064 -0.108 -0.095 -0.085],[0.066 0.07  0.079 0.119 0.117 0.103],[1079.  348.  234.  152.  113.   76.],[51.4 44.9 40.4 92.3 79.2 13.2],[26.2 29.7 22.8 68.1 57.2  0. ],[12778.  5903.  4319.  3256.  2487.  1320.],6,0.98678597,14.64538173,6.654147955,13.65859576,1.17147773,0.675508727,[2.11329147 0.51209733 0.51839212 0.34991238 0.53811455],0.806361569,0.264227805,0.196681298,0.132981484,[1.41958648 0.14173868 0.21287494 0.42642521 0.42497881],0.525120824,1.235,2.606,1.8385,1.371,0.55247285,0.300501958,0.126668827,[1.11244696 1.02161475 1.61543248 1.00385208 0.47390637],1.045450528,0.189194089,0,4,2,0,4,0,0.8,[0.03776382 0.00806489 0.01226141 0.01243429 0.0254097 ],0.008064889,0.012434288,[0.         1.5        1.5        1.33333333 1.5       ]
505,14.731,0.96069,5618,1.1,0.94,4.319,0.029,0,[ 3.25056897  6.19544791  8.34818212 13.76710208 87.0911645 ],[1.06  1.237 1.225 1.876 2.403],[-0.057 -0.068 -0.087 -0.087 -0.11 ],[0.086 0.11  0.136 0.113 0.219],[315. 152. 122.  77.  12.],[24.  27.1 22.1 41.6 41.8],[20.3 18.1 20.  35.3 31.2],[6228.3 4405.3 2936.4 1939.5  670.9],5,3.25056897,87.0911645,23.73049312,83.84059553,1.428014712,1.34284969,[0.90595799 0.34747031 0.64911377 5.32603463],1.807144175,0.530900141,0.451008101,0.277378856,[0.31141181 0.36616883 1.37831403 0.56327084],0.654791377,1.06,2.403,1.5602,1.343,0.505382786,0.323921796,0.134885951,[1.16698113 0.99029911 1.53142857 1.28091684],1.242406415,0.213882836,0,4,1,0,1,1,0.5,[-0.047021    0.01060273 -0.01053174  1.10867821],0.010531739,0.028811868,[0.         1.33333333 1.66666667 0.        ]
509,14.883,1.80857,5526,0.92,0.98,4.468,0.162,0,[ 4.16696215 11.46349762 39.60630445],[2.714 2.99  2.211],[-0.118 -0.147 -0.129],[0.118 0.16  0.172],[318. 118.  32.],[80.  56.5 25.8],[57.9 39.5 13.2],[7568. 2776. 1430.],3,4.16696215,39.60630445,18.41225474,35.4393423,0.977944766,0.829862001,[1.75104434 2.45499304],2.103018686,0.033224945,0.113429659,0.049554642,[1.2867367  1.22199939],1.254368046,2.211,2.99,2.638333333,0.779,0.322494789,0.122234285,0.054750869,[1.10169492 0.73946488],0.920579899,0.09842072,0,0,3,0,0,0,0,[-0.08298522  0.15166435],0.082985221,0.117324783,[0. 0.]
510,14.532,1.36375,5615,1.04,1.08,4.324,0.364,0,[ 2.94030314  6.38898868 14.62708988 35.11862043],[2.272 2.427 2.076 2.399],[-0.108 -0.12  -0.119 -0.142],[0.118 0.168 0.173 0.181],[336. 160.  69.  30.],[51.8 45.8 22.7 20.4],[38.7 32.1 16.  14.5],[8428.7 4986.4 2373.6  890.3],4,2.94030314,35.11862043,14.76875053,32.17831729,1.077145339,0.845887154,[1.17290136 1.28942179 1.4009301 ],1.287751082,0.004193095,0.033224586,0.017703428,[0.44224015 0.67337575 0.85856554],0.658060479,2.076,2.427,2.2935,0.351,0.13849278,0.060384905,0.026806531,[1.06822183 0.85537701 1.15558767],1.026395503,0.042874791,0,0,4,0,0,0,0,[ 0.08645068  0.14471089 -0.19968997],0.086450678,0.144710893,[0. 0. 0.]
518,14.287,2.79888,4918,0.7,0.68,4.581,-0.338,0,[ 13.98179504  44.00029983 247.3546796 ],[2.205 1.69  2.483],[-0.065 -0.057 -0.076],[0.101 0.088 0.201],[92. 27.  5.],[95.6 43.2 49. ],[86.6 34.2 42. ],[2386.8 1081.2  305.9],3,13.98179504,247.3546796,101.7789248,233.3728846,1.2477572,1.018526504,[2.14697074 4.62165896],3.384314846,0.12938243,0.282220633,0.127268532,[1.3973176  0.64911756],1.023217583,1.69,2.483,2.126,0.793,0.328524986,0.154527275,0.070073925,[0.76643991 1.46923077],1.117835339,0.124333647,0,1,2,0,0,0,0,[0.04899025 0.87388632],0.048990245,0.461438282,[0. 0.]
520,14.55,2.44879,5106,0.79,0.86,4.538,0.124,0,[ 5.43312253 12.75933213 25.75279012 51.16575644],[1.403 2.303 2.104 1.251],[-0.063 -0.09  -0.092 -0.088],[0.127 0.117 0.153 0.14 ],[244. 102.  51.  27.],[33.1 70.4 36.7 12.2],[23.6 50.4 28.7 10.2],[4804. 3180. 1109.  843.],4,5.43312253,51.16575644,23.77775031,45.73263391,0.9739299,0.73204677,[1.34843445 1.01834938 0.98680439],1.117862741,0.017490664,0.056917454,0.032765835,[0.77519775 0.05405625 0.04011619],0.289790063,1.251,2.303,1.76525,1.052,0.447103106,0.253280332,0.113428972,[1.64148254 0.91359097 0.59458175],1.049885085,0.18207997,0,2,2,0,2,0,0.666666667,[ 0.17421723  0.00917469 -0.00659781],0.006597805,0.009174691,[0. 2. 2.]
528,14.977,1.15812,5446,1.02,0.89,4.364,0.039,0,[ 9.57666496 20.55273599 96.67842374],[2.394 2.369 2.713],[-0.092 -0.1   -0.118],[0.111 0.144 0.15 ],[143.  62.  15.],[82.6 42.4 44.7],[66.1 33.8 37.8],[3975. 1282.  731.],3,9.57666496,96.67842374,42.2692749,87.10175878,1.004115267,0.916342856,[1.14612666 3.7039199 ],2.425023278,0.344717124,0.373397934,0.173493754,[0.38248825 0.80995272],0.596220486,2.369,2.713,2.492,0.344,0.156603533,0.062842509,0.026761807,[0.98955723 1.14520895],1.067383088,0.046013911,0,0,3,0,0,0,0,[0.07306333 0.5679733 ],0.07306333,0.320518314,[0. 0.]
542,14.35,1.45005,5436,0.95,0.89,4.429,0.028,0,[ 7.55531428 13.81743544 41.8852866 ],[0.894 1.416 2.492],[-0.077 -0.08  -0.123],[0.098 0.109 0.246],[171.  98.  33.],[ 9.2 20.4 47. ],[ 0.  17.7 39. ],[3707.  3205.5 1508.7],3,7.55531428,41.8852866,21.08601211,34.32997232,0.743808957,0.707950204,[0.82883662 2.03133579],1.430086206,0.26648368,0.247419035,0.110583633,[0.61953119 1.4768607 ],1.048195944,0.894,2.492,1.600666667,1.598,0.665320641,0.415652212,0.18599613,[1.58389262 1.75988701],1.671889812,0.332778009,1,1,1,0,0,1,0.5,[-0.08558169  0.01044526],0.010445264,0.048013477,[0. 3.]
547,14.773,2.09161,5185,0.84,0.89,4.537,0.166,0,[ 7.34671695 12.38603302 25.30293703],[0.9   1.026 3.794],[-0.086 -0.092 -0.124],[0.115 0.111 0.168],[182. 109.  56.],[  8.4   9.  117.6],[  9.4   8.  104.1],[3701.1 2416.1 2072.7],3,7.34671695,25.30293703,15.01189567,17.95622008,0.537077627,0.503739898,[0.68592762 1.04286045],0.864394036,0.077462845,0.095723551,0.041747769,[1.37363931 0.1232968 ],0.748468056,0.9,3.794,1.906666667,2.894,1.335537179,0.700456562,0.298898823,[1.14       3.69785575],2.418927875,0.505944056,1,1,1,0,1,1,1,[0.01155657 0.02143023],0.011556572,0.016493399,[1.66666667 2.        ]
564,14.3,1.00255,5751,1.11,0.98,4.337,0.009,1,[  6.21712927  21.0861997  127.9089824 ],[2.257 4.323 9.763],[-0.161 -0.305 -0.591],[0.209 0.406 0.827],[216.  60.  10.],[ 25.   55.7 171. ],[ 17.1  30.  136.7],[7962. 3506. 1116.],3,6.21712927,127.9089824,51.73743712,121.6918531,1.313311146,1.047643734,[2.39162961 5.06600451],3.728817056,0.117610547,0.282774198,0.127537616,[1.25437484 0.59218266],0.923278747,2.257,9.763,5.447666667,7.506,3.165824309,0.581133998,0.27124785,[1.91537439 2.25838538],2.086879886,0.459279202,0,0,1,2,0,0,0,[0.1305432 1.0220015],0.130543202,0.576272352,[0. 0.]
566,14.718,1.23458,6076,1.06,1.07,4.411,-0.079,0,[14.15716646 25.85495982 42.06694616],[1.228 2.668 1.455],[-0.106 -0.118 -0.132],[0.116 0.154 0.132],[67. 35. 24.],[ 9.3 31.7  9.8],[ 8.3 26.6  8.4],[1845.  1150.7  979.1],3,14.15716646,42.06694616,27.35969081,27.9097797,0.472964647,0.418268304,[0.8262807  0.62703584],0.726658266,0.036490634,0.057696669,0.025095653,[0.63072744 1.21558446],0.923155949,1.228,2.668,1.783666667,1.44,0.632147838,0.354409178,0.146839105,[2.17263844 0.54535232],1.35899538,0.269108578,0,2,1,0,0,0,0,[-0.08685965 -0.0237785 ],0.023778499,0.055319075,[0. 0.]
567,14.338,2.2413,5525,0.82,0.87,4.53,-0.14,0,[10.68759102 20.30308048 29.02256398],[2.304 1.912 2.088],[-0.084 -0.07  -0.088],[0.127 0.105 0.114],[128.  63.  46.],[78.9 44.7 41.4],[66.  37.9 32.8],[3689.4 2460.2 1492.6],3,10.68759102,29.02256398,20.00441183,18.33497296,0.433855951,0.37432743,[0.89968726 0.42946604],0.664576647,0.249260489,0.141243487,0.061908973,[0.33449204 0.98541851],0.659955275,1.912,2.304,2.101333333,0.392,0.160310809,0.076290042,0.033107016,[0.82986111 1.09205021],0.96095566,0.062182741,0,0,3,0,0,0,0,[-0.05015637  0.02104717],0.021047169,0.03560177,[0. 0.]
571,14.625,4.88738,4023,0.53,0.54,4.709,-0.211,0,[  3.88677804   7.26730367  13.34299753  22.40768305 129.9445093 ],[1.181 1.393 1.538 1.399 1.21 ],[-0.049 -0.053 -0.061 -0.056 -0.078],[0.059 0.064 0.08  0.068 0.085],[333. 173.  99.  57.  10.],[41.8 47.8 47.1 33.9 13.1],[34.2 38.  36.2 23.6  7.7],[5729.8 3483.3 2275.5 1703.3  381.7],5,3.88677804,129.9445093,35.36985432,126.0577313,1.524168193,1.34872775,[0.86975011 0.83603137 0.679359   4.79910511],1.7960614,0.359734931,0.369357562,0.230922003,[0.44926659 0.58838209 1.41592734 0.62511654],0.76967314,1.181,1.538,1.3442,0.357,0.132353164,0.098462404,0.042916001,[1.17950889 1.10409189 0.90962289 0.8649035 ],1.014531792,0.067177503,0,5,0,0,0,1,0.25,[-0.06512494 -0.08198431  0.0076154   0.93303504],0.007615403,0.073554629,[0.         0.         1.66666667 0.        ]
582,14.808,2.56542,5186,0.76,0.86,4.555,0.12,0,[ 5.9450441   9.93957896 17.73852352],[2.116 1.304 1.836],[-0.1   -0.082 -0.109],[0.151 0.115 0.153],[225. 133.  69.],[67.6 21.5 29.7],[58.7 18.7 27. ],[5188.7 3292.3 1587.8],3,5.9450441,17.73852352,11.20771553,11.79347942,0.474762388,0.436972162,[0.67191005 0.7846353 ],0.728272676,0.011617522,0.032612116,0.01417017,[1.46488338 0.82343234],1.144157861,1.304,2.116,1.752,0.812,0.33677688,0.192224246,0.088664849,[0.61625709 1.40797546],1.012116274,0.154490107,0,2,1,0,0,1,0.5,[0.00314603 0.07078118],0.003146028,0.036963605,[1.66666667 0.        ]
584,14.129,1.55661,5524,0.98,1.03,4.357,0.289,1,[ 6.47031853  9.92671257 21.22354847],[1.057 2.62  2.364],[-0.059 -0.096 -0.107],[0.085 0.144 0.203],[207. 131.  63.],[18.3 97.3 60.2],[14.9 76.8 47. ],[5048.8 4379.3 1801.7],3,6.47031853,21.22354847,12.54019319,14.75322994,0.515892336,0.502393715,[0.53419225 1.13802387],0.836108064,0.240646759,0.164432484,0.07231176,[0.38404436 0.36385144],0.373947901,1.057,2.62,2.013666667,1.563,0.684491214,0.339922801,0.179137922,[2.47871334 0.90229008],1.690501708,0.258731998,0,1,2,0,1,0,0.5,[0.02279484 0.06901194],0.022794836,0.045903387,[1.5 0. ]
593,14.949,22.04172,3582,0.23,0.21,5.006,-0.314,0,[  9.99759192  51.0671184   90.41218604 240.1996788 ],[2.396 2.299 3.401 2.329],[-0.303 -0.285 -0.429 -0.301],[0.757 0.799 1.072 0.753],[133.  26.  14.   5.],[39.  18.7 35.4 12. ],[35.7 15.2 23.  11.1],[3955.9  964.8  877.1  394.8],4,9.99759192,240.1996788,97.91914379,230.2020869,1.380677016,0.887745634,[4.10794187 0.77045796 1.65671796],2.178372598,0.270350522,0.350020208,0.194157662,[0.73029271 0.89378808 1.18919088],0.937757221,2.299,3.401,2.60625,1.102,0.460190925,0.176572058,0.070797789,[0.95951586 1.47933884 0.68479859],1.041217764,0.10784972,0,0,4,0,0,0,0,[ 0.70264729  0.06227477 -0.11442735],0.062274773,0.114427345,[0. 0. 0.]
597,14.915,1.43135,5711,0.98,0.94,4.332,-0.017,0,[ 2.0922703  17.30799489 52.81512831],[1.427 2.482 2.322],[-0.089 -0.137 -0.139],[0.113 0.162 0.194],[644.  75.  25.],[30.  46.4 27.4],[24.5 36.  21.9],[13687.7  3189.5  1429.6],3,2.0922703,52.81512831,24.07179783,50.72285801,1.402140549,0.882886616,[7.27235128 2.0514874 ],4.661919339,0.290145415,0.461050711,0.222689454,[0.41252133 1.46235361],0.937437468,1.427,2.482,2.077,1.055,0.464237726,0.22351359,0.10786337,[1.73931324 0.93553586],1.337424551,0.169314717,0,1,2,0,0,0,0,[1.75745043 0.01716247],0.017162466,0.887306446,[0. 0.]
601,14.697,1.85846,5807,0.88,0.99,4.474,0.07,0,[ 1.20845818  5.40428247 11.67894843],[1.361 2.63  3.113],[-0.082 -0.126 -0.181],[0.107 0.182 0.198],[1063.  241.  108.],[17.4 40.5 23.1],[29. 57. 43.],[16781.6  5557.5  1461. ],3,1.20845818,11.67894843,6.097229693,10.47049025,0.985172115,0.705656776,[3.47204757 1.1610544 ],2.316550988,0.310688008,0.348403082,0.16040101,[0.86404346 0.41614175],0.640092605,1.361,3.113,2.368,1.752,0.738854519,0.312016266,0.157100192,[1.93240265 1.18365019],1.558026418,0.246621622,0,1,2,0,0,0,0,[0.49068252 0.0805272 ],0.080527202,0.285604863,[0. 0.]
612,14.789,1.6846,5375,0.9,0.88,4.471,0.013,0,[ 20.73987225  47.42767093 122.0805836 ],[1.913 2.204 2.159],[-0.083 -0.082 -0.143],[0.12  0.137 0.238],[47. 20.  8.],[44.1 49.9 23.3],[38.6 46.9 18.9],[1279.4  716.2  218.3],3,20.73987225,122.0805836,63.41604226,101.3407113,0.76984052,0.676312315,[1.28678703 1.57403708],1.430412057,0.014522135,0.059094927,0.025705766,[0.66861188 1.09407285],0.881342368,1.913,2.204,2.092,0.291,0.127898397,0.061136901,0.027138704,[1.15211709 0.97958258],1.065849835,0.046367113,0,0,3,0,0,0,0,[ 0.14339352 -0.14198764],0.14198764,0.142690578,[0. 0.]
620,14.669,2.16259,5662,0.82,0.93,4.512,0.041,0,[ 45.15526672  85.31655302 130.1781993 ],[6.45  6.393 8.797],[-0.189 -2.553 -0.275],[ 0.264 45.946  0.325],[30. 14. 10.],[285.1  32.6 365.1],[176.5  27.5 204. ],[1509.  346.  705.],3,45.15526672,130.1781993,86.88333968,85.02293258,0.459829848,0.399710039,[0.88940425 0.52582582],0.707615036,0.129279809,0.106457963,0.046475915,[0.37304436 0.29468866],0.333866511,6.393,8.797,7.213333333,2.404,1.120063193,0.155276783,0.064650067,[0.99116279 1.37603629],1.18359954,0.111090573,0,0,0,3,1,0,0.5,[-0.05529787  0.01721721],0.017217212,0.036257543,[0.  1.5]
623,11.811,0.77308,5940,1.16,0.86,4.327,-0.392,0,[ 5.59932438 10.34974362 15.67754049 25.2104678 ],[1.082 1.288 1.27  0.927],[-0.043 -0.074 -0.062 -0.057],[0.063 0.129 0.099 0.08 ],[237. 121.  78.  52.],[41.4 44.5 39.6 18.8],[32.7 33.1 26.4  9.9],[7915.9 4835.7 3286.5 2921.1],4,5.59932438,25.2104678,14.20926907,19.61114342,0.653445277,0.512602182,[0.84839151 0.51477573 0.60806268],0.65707664,0.047169311,0.067109302,0.036250132,[0.5361033  0.17221947 1.06629811],0.591540294,0.927,1.288,1.14175,0.361,0.147922911,0.129558056,0.058333201,[1.19038817 0.98602484 0.72992126],0.968778092,0.092766951,1,3,0,0,1,0,0.333333333,[-0.07580425  0.00985049 -0.03516239],0.009850489,0.035162391,[0.  1.5 0. ]
624,13.592,0.3414,6379,1.78,1.4,4.077,0.137,0,[ 1.3118427  17.79000592 49.56744103],[1.399 2.623 2.392],[-0.065 -0.099 -0.103],[0.085 0.108 0.144],[1019.   74.   27.],[44.2 67.2 31.2],[49.3 66.9 26.8],[16384.   2626.    913.6],3,1.3118427,49.56744103,22.88976322,48.25559833,1.577314736,0.874958224,[12.56108161  1.78625208],7.173666848,0.532814246,0.659118467,0.365243469,[0.23883294 1.32050581],0.779669371,1.399,2.623,2.138,1.224,0.530993409,0.248359873,0.121362571,[1.87491065 0.9119329 ],1.393421776,0.190832554,0,1,2,0,0,0,0,[ 3.52036054 -0.07124931],0.071249306,1.795804922,[0. 0.]
658,13.989,1.43351,5883,1.03,1.06,4.388,0.075,0,[ 3.16269483  5.37064519 11.32962525],[2.324 2.305 1.328],[-0.086 -0.117 -0.087],[0.111 0.164 0.113],[409. 249. 117.],[75.4 58.8 18.5],[65.  50.1 14.2],[7689.7 4717.1 3660. ],3,3.16269483,11.32962525,6.620988423,8.16693042,0.554158256,0.520974744,[0.69812311 1.1095464 ],0.903834759,0.092535909,0.108051208,0.047178925,[1.29723632 0.2961924 ],0.796714363,1.328,2.324,1.985666667,0.996,0.465105245,0.23423128,0.114580961,[0.99182444 0.57613883],0.783981635,0.167198254,0,1,2,0,0,0,0,[0.01887387 0.0547732 ],0.018873868,0.036823535,[0. 0.]
